FECHA;PROVINCIA;AMBITO;CATEGORIA;TEST_REALIZADOS;TEST_POSITIVO;AISLAMIENTO;ALTA;codigo_ine
2020-05-25;Zamora;Todos;Personal en formación;8;0;0;0;49275
2020-05-26;Ávila;Todos;Fisioterapeuta;8;0;0;0;5019
2020-05-26;Burgos;Todos;Enfermero/a;918;82;5;77;9059
2020-05-26;Burgos;Todos;Médicos;468;57;6;51;9059
2020-05-26;Burgos;Todos;Técnicos sanitarios;89;5;0;5;9059
2020-05-26;León;Todos;Otros;6;0;0;0;24089
2020-05-26;Palencia;Todos;Celador;40;13;1;12;34120
2020-05-26;Palencia;Todos;Fisioterapeuta;5;2;0;2;34120
2020-05-26;Salamanca;Todos;Auxiliares sanitarios;299;81;9;72;37274
2020-05-26;Salamanca;Todos;Otros sanitarios;10;4;2;2;37274
2020-05-26;Segovia;Todos;Otros sanitarios;6;1;1;0;40004
2020-05-26;Soria;Todos;Médicos;117;52;5;47;42173
2020-05-26;Soria;Todos;Servicios de apoyo no sanitario;16;2;0;2;42173
2020-05-26;Valladolid;Todos;Otros sanitarios;20;4;0;4;47186
2020-05-26;Zamora;Todos;Médicos;128;20;2;18;49275
2020-05-26;Zamora;Todos;Técnicos sanitarios;12;0;0;0;49275
2020-05-27;Ávila;Todos;Auxiliares sanitarios;228;42;25;17;5019
2020-05-27;Burgos;Todos;Celador;140;15;1;14;9059
2020-05-27;Palencia;Todos;Fisioterapeuta;5;2;0;2;34120
2020-05-27;Salamanca;Todos;Auxiliares sanitarios;300;81;9;72;37274
2020-05-27;Salamanca;Todos;Médicos;400;120;14;106;37274
2020-05-27;Soria;Todos;Celador;27;9;0;9;42173
2020-05-27;Valladolid;Todos;Auxiliares sanitarios;464;68;4;64;47186
2020-05-27;Valladolid;Todos;Fisioterapeuta;24;3;0;3;47186
2020-05-27;Valladolid;Todos;Técnicos sanitarios;101;9;0;9;47186
2020-05-27;Zamora;Todos;Médicos;128;20;2;18;49275
2020-05-28;Ávila;Todos;Auxiliares sanitarios;228;42;25;17;5019
2020-05-28;Ávila;Todos;Servicios de apoyo no sanitario;29;8;6;2;5019
2020-05-28;Ávila;Todos;Técnicos sanitarios;34;5;3;2;5019
2020-05-28;Burgos;Todos;Médicos;493;57;6;51;9059
2020-05-28;León;Todos;Enfermero/a;1295;125;10;115;24089
2020-05-28;Palencia;Todos;Administrativo;21;4;1;3;34120
2020-05-28;Palencia;Todos;Otros;4;1;1;0;34120
2020-05-28;Palencia;Todos;Personal en formación;26;8;0;8;34120
2020-05-28;Salamanca;Todos;Celador;103;23;2;21;37274
2020-05-28;Salamanca;Todos;Otros sanitarios;10;4;2;2;37274
2020-05-28;Segovia;Todos;Celador;85;21;1;20;40004
2020-05-28;Segovia;Todos;Enfermero/a;346;122;2;120;40004
2020-05-28;Segovia;Todos;Otros;0;0;0;0;40004
2020-05-28;Soria;Todos;Auxiliares sanitarios;93;26;2;24;42173
2020-05-28;Soria;Todos;Celador;27;9;0;9;42173
2020-05-28;Soria;Todos;Fisioterapeuta;4;1;0;1;42173
2020-05-28;Valladolid;Todos;Celador;134;23;3;20;47186
2020-05-28;Valladolid;Todos;Otros sanitarios;21;5;1;4;47186
2020-05-29;Ávila;Todos;Celador;111;10;7;3;5019
2020-05-29;Ávila;Todos;Servicios de apoyo no sanitario;29;8;6;2;5019
2020-05-29;Burgos;Todos;Administrativo;108;9;0;9;9059
2020-05-29;Burgos;Todos;Médicos;516;57;7;50;9059
2020-05-29;Burgos;Todos;Servicios de apoyo no sanitario;48;4;0;4;9059
2020-05-29;León;Todos;Otros sanitarios;21;3;0;3;24089
2020-05-29;Salamanca;Todos;Administrativo;86;20;5;15;37274
2020-05-29;Salamanca;Todos;Auxiliares sanitarios;306;81;8;73;37274
2020-05-29;Salamanca;Todos;Médicos;407;120;14;106;37274
2020-05-29;Segovia;Todos;Personal en formación;41;13;1;12;40004
2020-05-29;Segovia;Todos;Técnicos sanitarios;34;13;0;13;40004
2020-05-29;Soria;Todos;Enfermero/a;169;64;10;54;42173
2020-05-29;Soria;Todos;Técnicos sanitarios;15;8;0;8;42173
2020-05-29;Valladolid;Todos;Administrativo;168;22;1;21;47186
2020-05-29;Valladolid;Todos;Médicos;660;100;1;99;47186
2020-05-29;Valladolid;Todos;Servicios de apoyo no sanitario;85;8;1;7;47186
2020-05-29;Zamora;Todos;Auxiliares sanitarios;54;5;0;5;49275
2020-05-29;Zamora;Todos;Fisioterapeuta;4;0;0;0;49275
2020-05-30;Ávila;Todos;Enfermero/a;400;85;54;31;5019
2020-05-30;Burgos;Todos;Administrativo;108;9;0;9;9059
2020-05-30;Burgos;Todos;Otros;5;1;0;1;9059
2020-05-30;León;Todos;Fisioterapeuta;40;2;0;2;24089
2020-05-30;Palencia;Todos;Fisioterapeuta;5;2;0;2;34120
2020-05-30;Palencia;Todos;Servicios de apoyo no sanitario;20;3;0;3;34120
2020-05-30;Salamanca;Todos;Enfermero/a;514;121;23;98;37274
2020-05-30;Salamanca;Todos;Servicios de apoyo no sanitario;65;12;1;11;37274
2020-05-30;Segovia;Todos;Administrativo;72;16;0;16;40004
2020-05-30;Segovia;Todos;Auxiliares sanitarios;175;49;0;49;40004
2020-05-30;Soria;Todos;Fisioterapeuta;4;1;0;1;42173
2020-05-30;Soria;Todos;Médicos;122;53;5;48;42173
2020-05-30;Soria;Todos;Servicios de apoyo no sanitario;16;2;0;2;42173
2020-05-30;Valladolid;Todos;Auxiliares sanitarios;469;68;2;66;47186
2020-05-30;Valladolid;Todos;Celador;134;23;3;20;47186
2020-05-30;Valladolid;Todos;Médicos;660;100;1;99;47186
2020-05-30;Valladolid;Todos;Técnicos sanitarios;101;9;0;9;47186
2020-05-30;Zamora;Todos;Administrativo;23;1;0;1;49275
2020-05-30;Zamora;Todos;Auxiliares sanitarios;54;5;0;5;49275
2020-05-30;Zamora;Todos;Enfermero/a;128;21;2;19;49275
2020-05-30;Zamora;Todos;Médicos;130;20;2;18;49275
2020-05-30;Zamora;Todos;Servicios de apoyo no sanitario;5;0;0;0;49275
2020-05-31;Ávila;Todos;Otros;3;1;0;1;5019
2020-05-31;Ávila;Todos;Técnicos sanitarios;34;5;3;2;5019
2020-05-31;Burgos;Todos;Técnicos sanitarios;94;5;0;5;9059
2020-05-31;León;Todos;Administrativo;179;9;1;8;24089
2020-05-31;León;Todos;Auxiliares sanitarios;787;60;5;55;24089
2020-05-31;León;Todos;Fisioterapeuta;40;2;0;2;24089
2020-05-31;León;Todos;Otros;6;0;0;0;24089
2020-05-31;León;Todos;Otros sanitarios;21;3;0;3;24089
2020-05-31;León;Todos;Personal en formación;154;15;0;15;24089
2020-05-31;León;Todos;Servicios de apoyo no sanitario;88;4;0;4;24089
2020-05-31;Palencia;Todos;Otros;4;1;1;0;34120
2020-05-31;Palencia;Todos;Otros sanitarios;6;1;0;1;34120
2020-05-31;Salamanca;Todos;Administrativo;90;20;5;15;37274
2020-05-31;Salamanca;Todos;Auxiliares sanitarios;310;81;9;72;37274
2020-05-31;Salamanca;Todos;Celador;103;23;2;21;37274
2020-05-31;Salamanca;Todos;Técnicos sanitarios;50;16;1;15;37274
2020-05-31;Segovia;Todos;Auxiliares sanitarios;176;49;0;49;40004
2020-05-31;Segovia;Todos;Celador;85;21;1;20;40004
2020-05-31;Segovia;Todos;Fisioterapeuta;4;1;0;1;40004
2020-05-31;Soria;Todos;Otros;0;0;0;0;42173
2020-05-31;Soria;Todos;Personal en formación;10;2;1;1;42173
2020-05-31;Soria;Todos;Técnicos sanitarios;15;8;0;8;42173
2020-05-31;Valladolid;Todos;Celador;134;23;3;20;47186
2020-05-31;Valladolid;Todos;Enfermero/a;973;153;10;143;47186
2020-05-31;Valladolid;Todos;Fisioterapeuta;24;3;0;3;47186
2020-05-31;Valladolid;Todos;Médicos;660;100;1;99;47186
2020-05-31;Valladolid;Todos;Otros;6;0;0;0;47186
2020-05-31;Valladolid;Todos;Otros sanitarios;21;5;1;4;47186
2020-05-31;Valladolid;Todos;Servicios de apoyo no sanitario;85;8;1;7;47186
2020-05-31;Zamora;Todos;Servicios de apoyo no sanitario;5;0;0;0;49275
2020-06-01;Ávila;Todos;Enfermero/a;400;85;53;32;5019
2020-06-01;Ávila;Todos;Otros;3;1;0;1;5019
2020-06-01;Burgos;Todos;Celador;154;15;0;15;9059
2020-06-01;Burgos;Todos;Fisioterapeuta;19;2;0;2;9059
2020-06-01;Burgos;Todos;Otros;5;1;0;1;9059
2020-06-01;Burgos;Todos;Personal en formación;96;5;0;5;9059
2020-06-01;Burgos;Todos;Servicios de apoyo no sanitario;48;4;0;4;9059
2020-06-01;León;Todos;Auxiliares sanitarios;840;60;5;55;24089
2020-06-01;León;Todos;Otros sanitarios;23;3;0;3;24089
2020-06-01;Palencia;Todos;Administrativo;21;4;1;3;34120
2020-06-01;Palencia;Todos;Otros sanitarios;6;1;0;1;34120
2020-06-01;Palencia;Todos;Técnicos sanitarios;14;3;0;3;34120
2020-06-01;Salamanca;Todos;Administrativo;90;20;5;15;37274
2020-06-01;Segovia;Todos;Fisioterapeuta;4;1;0;1;40004
2020-06-01;Segovia;Todos;Otros sanitarios;6;1;1;0;40004
2020-06-01;Segovia;Todos;Técnicos sanitarios;34;13;0;13;40004
2020-06-01;Soria;Todos;Otros sanitarios;5;2;0;2;42173
2020-06-01;Valladolid;Todos;Administrativo;170;22;1;21;47186
2020-06-01;Valladolid;Todos;Auxiliares sanitarios;470;68;1;67;47186
2020-06-01;Valladolid;Todos;Celador;136;23;3;20;47186
2020-06-01;Valladolid;Todos;Enfermero/a;975;153;8;145;47186
2020-06-01;Zamora;Todos;Auxiliares sanitarios;54;5;0;5;49275
2020-06-01;Zamora;Todos;Fisioterapeuta;4;0;0;0;49275
2020-06-01;Zamora;Todos;Otros sanitarios;6;1;0;1;49275
2020-06-01;Zamora;Todos;Personal en formación;8;0;0;0;49275
2020-06-01;Zamora;Todos;Servicios de apoyo no sanitario;5;0;0;0;49275
2020-06-02;Ávila;Todos;Otros sanitarios;10;5;3;2;5019
2020-06-02;Ávila;Todos;Servicios de apoyo no sanitario;29;8;5;3;5019
2020-06-02;Ávila;Todos;Técnicos sanitarios;34;5;3;2;5019
2020-06-02;Burgos;Todos;Médicos;578;58;8;50;9059
2020-06-02;Burgos;Todos;Otros;5;1;0;1;9059
2020-06-02;Burgos;Todos;Personal en formación;107;5;0;5;9059
2020-06-02;León;Todos;Administrativo;214;9;1;8;24089
2020-06-02;León;Todos;Enfermero/a;1430;125;8;117;24089
2020-06-02;León;Todos;Fisioterapeuta;41;2;0;2;24089
2020-06-02;León;Todos;Otros sanitarios;23;3;0;3;24089
2020-06-02;Palencia;Todos;Administrativo;21;4;1;3;34120
2020-06-02;Palencia;Todos;Enfermero/a;172;42;4;38;34120
2020-06-02;Palencia;Todos;Médicos;143;30;0;30;34120
2020-06-02;Palencia;Todos;Otros;4;1;1;0;34120
2020-06-02;Palencia;Todos;Otros sanitarios;6;1;0;1;34120
2020-06-02;Palencia;Todos;Servicios de apoyo no sanitario;20;3;0;3;34120
2020-06-02;Salamanca;Todos;Administrativo;92;20;4;16;37274
2020-06-02;Salamanca;Todos;Otros sanitarios;10;4;2;2;37274
2020-06-02;Segovia;Todos;Auxiliares sanitarios;176;49;0;49;40004
2020-06-02;Segovia;Todos;Fisioterapeuta;4;1;0;1;40004
2020-06-02;Soria;Todos;Celador;27;9;0;9;42173
2020-06-02;Valladolid;Todos;Administrativo;170;22;1;21;47186
2020-06-02;Valladolid;Todos;Médicos;664;100;1;99;47186
2020-06-02;Valladolid;Todos;Técnicos sanitarios;103;9;0;9;47186
2020-06-02;Zamora;Todos;Administrativo;23;1;0;1;49275
2020-06-02;Zamora;Todos;Celador;31;3;0;3;49275
2020-06-02;Zamora;Todos;Enfermero/a;129;21;2;19;49275
2020-06-02;Zamora;Todos;Médicos;131;20;2;18;49275
2020-06-02;Zamora;Todos;Otros sanitarios;6;1;0;1;49275
2020-06-02;Zamora;Todos;Técnicos sanitarios;13;0;0;0;49275
2020-06-03;Ávila;Todos;Auxiliares sanitarios;227;42;23;19;5019
2020-06-03;Ávila;Todos;Otros sanitarios;10;5;3;2;5019
2020-06-03;Ávila;Todos;Personal en formación;28;4;3;1;5019
2020-06-03;Ávila;Todos;Servicios de apoyo no sanitario;29;8;5;3;5019
2020-06-03;Burgos;Todos;Enfermero/a;1149;83;1;82;9059
2020-06-03;Burgos;Todos;Servicios de apoyo no sanitario;50;4;0;4;9059
2020-06-03;León;Todos;Administrativo;218;9;1;8;24089
2020-06-03;León;Todos;Auxiliares sanitarios;874;60;5;55;24089
2020-06-03;León;Todos;Enfermero/a;1436;125;8;117;24089
2020-06-03;León;Todos;Médicos;826;81;4;77;24089
2020-06-03;León;Todos;Otros;8;0;0;0;24089
2020-06-03;León;Todos;Otros sanitarios;25;3;0;3;24089
2020-06-03;Palencia;Todos;Auxiliares sanitarios;104;21;4;17;34120
2020-06-03;Palencia;Todos;Celador;41;13;0;13;34120
2020-06-03;Palencia;Todos;Enfermero/a;174;42;4;38;34120
2020-06-03;Palencia;Todos;Médicos;147;30;0;30;34120
2020-06-03;Palencia;Todos;Otros;4;1;1;0;34120
2020-06-03;Palencia;Todos;Otros sanitarios;6;1;0;1;34120
2020-06-03;Palencia;Todos;Personal en formación;26;8;0;8;34120
2020-06-03;Palencia;Todos;Servicios de apoyo no sanitario;20;3;0;3;34120
2020-06-03;Salamanca;Todos;Celador;109;23;2;21;37274
2020-06-03;Salamanca;Todos;Fisioterapeuta;13;5;1;4;37274
2020-06-03;Salamanca;Todos;Otros;7;2;0;2;37274
2020-06-03;Salamanca;Todos;Otros sanitarios;10;4;2;2;37274
2020-06-03;Salamanca;Todos;Técnicos sanitarios;52;16;1;15;37274
2020-06-03;Segovia;Todos;Celador;86;21;1;20;40004
2020-06-03;Segovia;Todos;Fisioterapeuta;4;1;0;1;40004
2020-06-03;Segovia;Todos;Médicos;252;75;8;67;40004
2020-06-03;Soria;Todos;Celador;27;9;0;9;42173
2020-06-03;Soria;Todos;Enfermero/a;174;66;12;54;42173
2020-06-03;Soria;Todos;Fisioterapeuta;4;1;0;1;42173
2020-06-03;Soria;Todos;Personal en formación;10;2;1;1;42173
2020-06-03;Valladolid;Todos;Auxiliares sanitarios;472;68;1;67;47186
2020-06-03;Valladolid;Todos;Técnicos sanitarios;103;9;0;9;47186
2020-06-03;Zamora;Todos;Enfermero/a;130;21;2;19;49275
2020-06-03;Zamora;Todos;Otros;0;0;0;0;49275
2020-06-04;Ávila;Todos;Fisioterapeuta;8;0;0;0;5019
2020-06-04;Ávila;Todos;Técnicos sanitarios;35;5;3;2;5019
2020-06-04;Burgos;Todos;Enfermero/a;1176;83;0;83;9059
2020-06-04;Burgos;Todos;Otros;5;1;0;1;9059
2020-06-04;Burgos;Todos;Otros sanitarios;20;0;0;0;9059
2020-06-04;Burgos;Todos;Técnicos sanitarios;129;5;0;5;9059
2020-06-04;León;Todos;Celador;301;17;1;16;24089
2020-06-04;León;Todos;Técnicos sanitarios;218;7;0;7;24089
2020-06-04;Palencia;Todos;Enfermero/a;177;42;4;38;34120
2020-06-04;Palencia;Todos;Servicios de apoyo no sanitario;21;4;1;3;34120
2020-06-04;Palencia;Todos;Técnicos sanitarios;15;3;0;3;34120
2020-06-04;Salamanca;Todos;Enfermero/a;529;121;20;101;37274
2020-06-04;Salamanca;Todos;Fisioterapeuta;13;5;1;4;37274
2020-06-04;Salamanca;Todos;Técnicos sanitarios;53;16;1;15;37274
2020-06-04;Segovia;Todos;Celador;86;21;1;20;40004
2020-06-04;Segovia;Todos;Técnicos sanitarios;35;13;0;13;40004
2020-06-04;Soria;Todos;Administrativo;47;14;4;10;42173
2020-06-04;Soria;Todos;Enfermero/a;174;66;12;54;42173
2020-06-04;Soria;Todos;Servicios de apoyo no sanitario;17;3;1;2;42173
2020-06-04;Valladolid;Todos;Administrativo;169;22;1;21;47186
2020-06-04;Valladolid;Todos;Técnicos sanitarios;104;9;0;9;47186
2020-06-04;Zamora;Todos;Auxiliares sanitarios;56;5;0;5;49275
2020-06-04;Zamora;Todos;Enfermero/a;130;21;2;19;49275
2020-06-04;Zamora;Todos;Fisioterapeuta;4;0;0;0;49275
2020-06-04;Zamora;Todos;Servicios de apoyo no sanitario;5;0;0;0;49275
2020-06-05;Ávila;Todos;Enfermero/a;402;83;51;32;5019
2020-06-05;Ávila;Todos;Médicos;258;67;30;37;5019
2020-06-05;Ávila;Todos;Servicios de apoyo no sanitario;29;8;5;3;5019
2020-06-05;Burgos;Todos;Auxiliares sanitarios;766;51;2;49;9059
2020-06-05;Burgos;Todos;Médicos;710;58;7;51;9059
2020-06-05;Burgos;Todos;Técnicos sanitarios;129;5;0;5;9059
2020-06-05;León;Todos;Administrativo;306;9;1;8;24089
2020-06-05;León;Todos;Auxiliares sanitarios;920;61;5;56;24089
2020-06-05;León;Todos;Médicos;837;81;4;77;24089
2020-06-05;León;Todos;Otros;8;0;0;0;24089
2020-06-05;León;Todos;Servicios de apoyo no sanitario;157;4;0;4;24089
2020-06-05;Palencia;Todos;Auxiliares sanitarios;105;21;2;19;34120
2020-06-05;Palencia;Todos;Celador;41;13;0;13;34120
2020-06-05;Palencia;Todos;Enfermero/a;180;42;4;38;34120
2020-06-05;Palencia;Todos;Médicos;147;31;1;30;34120
2020-06-05;Palencia;Todos;Personal en formación;27;8;0;8;34120
2020-06-05;Palencia;Todos;Técnicos sanitarios;15;3;0;3;34120
2020-06-05;Salamanca;Todos;Otros;7;2;0;2;37274
2020-06-05;Salamanca;Todos;Personal en formación;104;24;6;18;37274
2020-06-05;Salamanca;Todos;Servicios de apoyo no sanitario;69;12;1;11;37274
2020-06-05;Segovia;Todos;Enfermero/a;352;122;2;120;40004
2020-06-05;Segovia;Todos;Otros sanitarios;6;1;1;0;40004
2020-06-05;Segovia;Todos;Personal en formación;43;13;1;12;40004
2020-06-05;Soria;Todos;Administrativo;48;15;5;10;42173
2020-06-05;Soria;Todos;Enfermero/a;178;67;12;55;42173
2020-06-05;Soria;Todos;Fisioterapeuta;4;1;0;1;42173
2020-06-05;Soria;Todos;Otros sanitarios;5;2;0;2;42173
2020-06-05;Soria;Todos;Técnicos sanitarios;15;8;0;8;42173
2020-06-05;Valladolid;Todos;Administrativo;170;22;1;21;47186
2020-06-05;Valladolid;Todos;Auxiliares sanitarios;475;69;2;67;47186
2020-06-05;Valladolid;Todos;Celador;138;23;3;20;47186
2020-06-05;Valladolid;Todos;Enfermero/a;990;153;5;148;47186
2020-06-05;Valladolid;Todos;Técnicos sanitarios;105;9;0;9;47186
2020-06-05;Zamora;Todos;Médicos;132;20;1;19;49275
2020-06-06;Ávila;Todos;Otros;3;1;0;1;5019
2020-06-06;Ávila;Todos;Otros sanitarios;10;5;3;2;5019
2020-06-06;Burgos;Todos;Administrativo;116;9;0;9;9059
2020-06-06;Burgos;Todos;Celador;227;15;1;14;9059
2020-06-06;Burgos;Todos;Enfermero/a;1236;84;1;83;9059
2020-06-06;Burgos;Todos;Fisioterapeuta;20;2;0;2;9059
2020-06-06;Burgos;Todos;Servicios de apoyo no sanitario;76;4;0;4;9059
2020-06-06;León;Todos;Auxiliares sanitarios;922;61;4;57;24089
2020-06-06;León;Todos;Celador;374;17;1;16;24089
2020-06-06;León;Todos;Fisioterapeuta;44;2;0;2;24089
2020-06-06;León;Todos;Servicios de apoyo no sanitario;158;4;0;4;24089
2020-06-06;Palencia;Todos;Administrativo;22;4;1;3;34120
2020-06-06;Palencia;Todos;Fisioterapeuta;5;2;0;2;34120
2020-06-06;Salamanca;Todos;Administrativo;92;20;3;17;37274
2020-06-06;Salamanca;Todos;Celador;110;24;3;21;37274
2020-06-06;Salamanca;Todos;Fisioterapeuta;13;5;0;5;37274
2020-06-06;Salamanca;Todos;Médicos;412;120;13;107;37274
2020-06-06;Salamanca;Todos;Otros sanitarios;10;4;2;2;37274
2020-06-06;Salamanca;Todos;Personal en formación;104;24;6;18;37274
2020-06-06;Salamanca;Todos;Servicios de apoyo no sanitario;70;12;1;11;37274
2020-06-06;Segovia;Todos;Auxiliares sanitarios;176;49;0;49;40004
2020-06-06;Segovia;Todos;Enfermero/a;352;122;2;120;40004
2020-06-06;Segovia;Todos;Médicos;254;75;8;67;40004
2020-06-06;Segovia;Todos;Técnicos sanitarios;36;13;0;13;40004
2020-06-06;Soria;Todos;Celador;28;9;0;9;42173
2020-06-06;Soria;Todos;Otros;0;0;0;0;42173
2020-06-06;Valladolid;Todos;Administrativo;170;22;1;21;47186
2020-06-06;Valladolid;Todos;Auxiliares sanitarios;475;69;2;67;47186
2020-06-06;Valladolid;Todos;Celador;138;23;3;20;47186
2020-06-06;Valladolid;Todos;Fisioterapeuta;25;3;0;3;47186
2020-06-06;Valladolid;Todos;Médicos;664;100;1;99;47186
2020-06-06;Valladolid;Todos;Personal en formación;145;22;0;22;47186
2020-06-06;Zamora;Todos;Celador;31;3;0;3;49275
2020-06-06;Zamora;Todos;Técnicos sanitarios;13;0;0;0;49275
2020-06-07;Ávila;Todos;Enfermero/a;402;83;50;33;5019
2020-06-07;Ávila;Todos;Servicios de apoyo no sanitario;29;8;5;3;5019
2020-06-07;Burgos;Todos;Administrativo;116;9;0;9;9059
2020-06-07;Burgos;Todos;Celador;227;15;1;14;9059
2020-06-07;Burgos;Todos;Enfermero/a;1236;84;1;83;9059
2020-06-07;Burgos;Todos;Fisioterapeuta;20;2;0;2;9059
2020-06-07;Burgos;Todos;Médicos;713;58;7;51;9059
2020-06-07;Burgos;Todos;Otros;6;1;0;1;9059
2020-06-07;Burgos;Todos;Personal en formación;148;6;1;5;9059
2020-06-07;Burgos;Todos;Servicios de apoyo no sanitario;76;4;0;4;9059
2020-06-07;León;Todos;Enfermero/a;1495;126;7;119;24089
2020-06-07;Palencia;Todos;Enfermero/a;180;42;4;38;34120
2020-06-07;Palencia;Todos;Otros;4;1;1;0;34120
2020-06-07;Salamanca;Todos;Administrativo;92;20;3;17;37274
2020-06-07;Salamanca;Todos;Auxiliares sanitarios;318;82;10;72;37274
2020-06-07;Salamanca;Todos;Celador;110;24;3;21;37274
2020-06-07;Salamanca;Todos;Enfermero/a;532;121;20;101;37274
2020-06-07;Salamanca;Todos;Fisioterapeuta;13;5;0;5;37274
2020-06-07;Salamanca;Todos;Personal en formación;104;24;6;18;37274
2020-06-07;Segovia;Todos;Celador;86;21;1;20;40004
2020-06-07;Segovia;Todos;Fisioterapeuta;4;1;0;1;40004
2020-06-07;Segovia;Todos;Médicos;254;75;8;67;40004
2020-06-07;Segovia;Todos;Otros;0;0;0;0;40004
2020-06-07;Segovia;Todos;Servicios de apoyo no sanitario;34;10;0;10;40004
2020-06-07;Soria;Todos;Auxiliares sanitarios;97;26;1;25;42173
2020-06-07;Soria;Todos;Celador;28;9;0;9;42173
2020-06-07;Valladolid;Todos;Celador;138;23;3;20;47186
2020-06-07;Valladolid;Todos;Fisioterapeuta;25;3;0;3;47186
2020-06-07;Valladolid;Todos;Médicos;664;100;1;99;47186
2020-06-07;Zamora;Todos;Auxiliares sanitarios;57;5;0;5;49275
2020-06-07;Zamora;Todos;Otros;0;0;0;0;49275
2020-06-08;Ávila;Emergencias sanitarias;Auxiliares sanitarios;0;0;0;0;5019
2020-06-08;Ávila;Emergencias sanitarias;Médicos;0;0;0;0;5019
2020-06-08;Ávila;Emergencias sanitarias;Otros sanitarios;0;0;0;0;5019
2020-06-08;Ávila;Emergencias sanitarias;Servicios de apoyo no sanitarios;0;0;0;0;5019
2020-06-08;Ávila;Especializada;Auxiliares sanitarios;237;68;23;45;5019
2020-06-08;Ávila;Especializada;Fisioterapeuta;6;0;0;0;5019
2020-06-08;Ávila;Especializada;Médicos;160;51;15;36;5019
2020-06-08;Ávila;Especializada;Personal en formación;9;0;0;0;5019
2020-06-08;Ávila;Especializada;Servicios de apoyo no sanitarios;29;14;5;9;5019
2020-06-08;Ávila;Primaria;Auxiliares sanitarios;3;3;0;3;5019
2020-06-08;Ávila;Primaria;Otros sanitarios;4;2;1;1;5019
2020-06-08;Ávila;Servicios centrales GRS;Celador;0;0;0;0;5019
2020-06-08;Ávila;Servicios centrales GRS;Otros sanitarios;0;0;0;0;5019
2020-06-08;Ávila;Servicios centrales GRS;Personal en formación;0;0;0;0;5019
2020-06-08;Burgos;Emergencias sanitarias;Servicios de apoyo no sanitarios;0;0;0;0;9059
2020-06-08;Burgos;Emergencias sanitarias;Técnicos sanitarios;0;0;0;0;9059
2020-06-08;Burgos;Especializada;Celador;249;39;0;39;9059
2020-06-08;Burgos;Especializada;Enfermero/a;1177;162;1;161;9059
2020-06-08;Burgos;Especializada;Médicos;602;87;6;81;9059
2020-06-08;Burgos;Especializada;Otros sanitarios;16;2;0;2;9059
2020-06-08;Burgos;Especializada;Técnicos sanitarios;125;20;0;20;9059
2020-06-08;Burgos;Primaria;Celador;8;3;0;3;9059
2020-06-08;Burgos;Primaria;Enfermero/a;99;20;0;20;9059
2020-06-08;Burgos;Primaria;Médicos;114;23;1;22;9059
2020-06-08;Burgos;Primaria;Otros;1;1;0;1;9059
2020-06-08;Burgos;Servicios centrales GRS;Administrativo;0;0;0;0;9059
2020-06-08;Burgos;Servicios centrales GRS;Fisioterapeuta;0;0;0;0;9059
2020-06-08;Burgos;Servicios centrales GRS;Médicos;0;0;0;0;9059
2020-06-08;Burgos;Servicios centrales GRS;Otros sanitarios;0;0;0;0;9059
2020-06-08;León;Emergencias sanitarias;Fisioterapeuta;0;0;0;0;24089
2020-06-08;León;Emergencias sanitarias;Médicos;0;0;0;0;24089
2020-06-08;León;Emergencias sanitarias;Personal en formación;0;0;0;0;24089
2020-06-08;León;Emergencias sanitarias;Técnicos sanitarios;0;0;0;0;24089
2020-06-08;León;Especializada;Administrativo;265;27;1;26;24089
2020-06-08;León;Especializada;Auxiliares sanitarios;923;134;5;129;24089
2020-06-08;León;Especializada;Celador;375;50;2;48;24089
2020-06-08;León;Especializada;Enfermero/a;1347;208;5;203;24089
2020-06-08;León;Especializada;Fisioterapeuta;36;4;0;4;24089
2020-06-08;León;Especializada;Servicios de apoyo no sanitarios;151;19;0;19;24089
2020-06-08;León;Especializada;Técnicos sanitarios;214;21;0;21;24089
2020-06-08;León;Primaria;Enfermero/a;183;49;2;47;24089
2020-06-08;León;Primaria;Fisioterapeuta;8;1;0;1;24089
2020-06-08;León;Primaria;Médicos;198;61;0;61;24089
2020-06-08;León;Primaria;Técnicos sanitarios;8;2;0;2;24089
2020-06-08;León;Servicios centrales GRS;Administrativo;0;0;0;0;24089
2020-06-08;León;Servicios centrales GRS;Celador;0;0;0;0;24089
2020-06-08;León;Servicios centrales GRS;Enfermero/a;0;0;0;0;24089
2020-06-08;León;Servicios centrales GRS;Médicos;0;0;0;0;24089
2020-06-08;León;Servicios centrales GRS;Otros sanitarios;0;0;0;0;24089
2020-06-08;León;Servicios centrales GRS;Servicios de apoyo no sanitarios;0;0;0;0;24089
2020-06-08;Palencia;Emergencias sanitarias;Auxiliares sanitarios;0;0;0;0;34120
2020-06-08;Palencia;Emergencias sanitarias;Enfermero/a;0;0;0;0;34120
2020-06-08;Palencia;Emergencias sanitarias;Médicos;0;0;0;0;34120
2020-06-08;Palencia;Especializada;Fisioterapeuta;2;0;0;0;34120
2020-06-08;Palencia;Especializada;Personal en formación;10;3;0;3;34120
2020-06-08;Palencia;Especializada;Técnicos sanitarios;15;3;0;3;34120
2020-06-08;Palencia;Primaria;Auxiliares sanitarios;6;2;1;1;34120
2020-06-08;Palencia;Primaria;Enfermero/a;63;23;3;20;34120
2020-06-08;Palencia;Primaria;Servicios de apoyo no sanitarios;3;3;1;2;34120
