fecha;provincia;casos_confirmados;nuevos_positivos;altas;fallecimientos;codigo_ine;Posicion
2020-04-21;Ávila;1203;48;461;111;5019;40.616092,-4.929031
2020-04-21;Burgos;1601;34;663;169;9059;42.383333,-3.666667
2020-04-21;Soria;1346;103;305;97;42173;41.666667,-2.666667
2020-04-22;León;2532;112;1160;323;24089;42.666667,-6.0
2020-04-22;Palencia;777;24;235;63;34120;42.432128,-4.520647
2020-04-22;Segovia;2555;85;689;179;40004;41.166667,-4.0
2020-04-23;Segovia;2630;75;705;182;40004;41.166667,-4.0
2020-04-23;Valladolid;3422;132;1166;277;47186;41.583333,-4.666667
2020-04-23;Zamora;645;19;240;67;49275;41.75,-6.0
2020-04-24;Burgos;1692;32;709;175;9059;42.383333,-3.666667
2020-04-24;Salamanca;2881;49;894;306;37274;40.833333,-6.0
2020-04-24;Soria;1512;33;319;102;42173;41.666667,-2.666667
2020-04-24;Zamora;650;5;245;68;49275;41.75,-6.0
2020-04-25;Palencia;881;30;258;69;34120;42.432128,-4.520647
2020-04-25;Zamora;661;11;248;71;49275;41.75,-6.0
2020-04-26;Segovia;2720;30;738;187;40004;41.166667,-4.0
2020-04-27;Palencia;980;36;261;71;34120;42.432128,-4.520647
2020-04-27;Segovia;2735;15;746;191;40004;41.166667,-4.0
2020-04-28;Burgos;1807;43;751;187;9059;42.383333,-3.666667
2020-04-28;León;2963;33;1310;354;24089;42.666667,-6.0
2020-04-28;Salamanca;3172;85;964;316;37274;40.833333,-6.0
2020-04-29;Palencia;1037;16;273;73;34120;42.432128,-4.520647
2020-04-29;Valladolid;3805;46;1274;308;47186;41.583333,-4.666667
2020-04-30;Burgos;2109;153;777;190;9059;42.383333,-3.666667
2020-04-30;Salamanca;3293;49;1008;324;37274;40.833333,-6.0
2020-04-30;Valladolid;3875;70;1298;313;47186;41.583333,-4.666667
2020-05-01;Salamanca;3330;37;1021;327;37274;40.833333,-6.0
2020-05-01;Segovia;2945;69;779;195;40004;41.166667,-4.0
2020-05-01;Soria;1738;26;351;111;42173;41.666667,-2.666667
2020-05-02;León;3135;35;1398;366;24089;42.666667,-6.0
2020-05-02;Soria;1824;86;353;112;42173;41.666667,-2.666667
2020-05-03;Ávila;1706;29;570;129;5019;40.616092,-4.929031
2020-05-03;León;3159;24;1407;372;24089;42.666667,-6.0
2020-05-04;Ávila;1727;21;570;129;5019;40.616092,-4.929031
2020-05-04;Palencia;1091;1;291;74;34120;42.432128,-4.520647
2020-05-04;Zamora;753;0;286;78;49275;41.75,-6.0
2020-05-05;Segovia;3063;58;802;195;40004;41.166667,-4.0
2020-05-05;Valladolid;4003;51;1379;333;47186;41.583333,-4.666667
2020-05-06;Salamanca;3611;126;1075;339;37274;40.833333,-6.0
2020-05-07;León;3298;58;1484;390;24089;42.666667,-6.0
2020-05-07;Valladolid;4097;26;1431;341;47186;41.583333,-4.666667
2020-05-08;Ávila;1805;12;596;131;5019;40.616092,-4.929031
2020-05-08;Burgos;2588;62;855;203;9059;42.383333,-3.666667
2020-05-08;León;3329;31;1502;391;24089;42.666667,-6.0
2020-05-08;Palencia;1127;8;310;78;34120;42.432128,-4.520647
2020-05-08;Soria;2149;75;369;117;42173;41.666667,-2.666667
2020-05-09;Burgos;2611;23;866;204;9059;42.383333,-3.666667
2020-05-09;Palencia;1129;2;315;80;34120;42.432128,-4.520647
2020-05-09;Salamanca;3946;154;1119;346;37274;40.833333,-6.0
2020-05-09;Segovia;3271;78;833;198;40004;41.166667,-4.0
2020-05-09;Valladolid;4208;63;1480;346;47186;41.583333,-4.666667
2020-05-09;Zamora;812;14;306;82;49275;41.75,-6.0
2020-05-10;Ávila;1866;35;602;131;5019;40.616092,-4.929031
2020-05-10;Burgos;2627;16;867;205;9059;42.383333,-3.666667
2020-05-10;Palencia;1154;25;315;80;34120;42.432128,-4.520647
2020-05-10;Segovia;3310;39;837;199;40004;41.166667,-4.0
2020-05-11;Ávila;1882;16;602;131;5019;40.616092,-4.929031
2020-05-11;Palencia;1160;6;315;80;34120;42.432128,-4.520647
2020-05-12;Ávila;1891;9;608;132;5019;40.616092,-4.929031
2020-05-12;Palencia;1172;12;319;80;34120;42.432128,-4.520647
2020-05-12;Segovia;3371;12;839;200;40004;41.166667,-4.0
2020-05-12;Soria;2267;12;386;119;42173;41.666667,-2.666667
2020-05-13;Ávila;1894;0;611;132;5019;40.616092,-4.929031
2020-05-13;Burgos;2713;28;887;205;9059;42.383333,-3.666667
2020-05-13;León;3514;2;1562;400;24089;42.666667,-6.0
2020-05-13;Valladolid;4318;25;1529;352;47186;41.583333,-4.666667
2020-05-14;León;3526;12;1575;401;24089;42.666667,-6.0
2020-05-14;Salamanca;4124;6;1167;354;37274;40.833333,-6.0
2020-05-14;Segovia;3398;19;857;200;40004;41.166667,-4.0
2020-05-14;Soria;2276;6;390;119;42173;41.666667,-2.666667
2020-05-14;Valladolid;4322;4;1538;354;47186;41.583333,-4.666667
2020-05-15;Burgos;2730;9;897;205;9059;42.383333,-3.666667
2020-05-15;Salamanca;4136;12;1173;355;37274;40.833333,-6.0
2020-05-15;Soria;2278;2;393;119;42173;41.666667,-2.666667
2020-05-15;Valladolid;4348;26;1554;358;47186;41.583333,-4.666667
2020-05-16;León;3566;15;1625;405;24089;42.666667,-6.0
2020-05-16;Palencia;1205;14;331;82;34120;42.432128,-4.520647
2020-05-16;Salamanca;4142;6;1178;356;37274;40.833333,-6.0
2020-05-17;Burgos;2746;12;901;205;9059;42.383333,-3.666667
2020-05-17;Salamanca;4152;10;1181;358;37274;40.833333,-6.0
2020-05-17;Segovia;3413;5;868;201;40004;41.166667,-4.0
2020-05-17;Valladolid;4393;23;1577;362;47186;41.583333,-4.666667
2020-05-18;Burgos;2757;11;902;206;9059;42.383333,-3.666667
2020-05-18;León;3571;2;1632;409;24089;42.666667,-6.0
2020-05-18;Valladolid;4401;8;1583;365;47186;41.583333,-4.666667
2020-05-18;Zamora;997;4;322;85;49275;41.75,-6.0
2020-05-19;Burgos;2758;1;909;206;9059;42.383333,-3.666667
2020-05-19;León;3587;15;1637;410;24089;42.666667,-6.0
2020-05-19;Zamora;998;1;323;85;49275;41.75,-6.0
2020-05-20;Palencia;1238;11;336;83;34120;42.432128,-4.520647
2020-05-20;Segovia;3434;5;873;202;40004;41.166667,-4.0
2020-05-20;Soria;2294;0;399;119;42173;41.666667,-2.666667
2020-05-20;Valladolid;4485;19;1610;369;47186;41.583333,-4.666667
2020-05-20;Zamora;999;1;325;85;49275;41.75,-6.0
2020-05-21;Ávila;1969;4;632;134;5019;40.616092,-4.929031
2020-05-21;Soria;2297;3;400;119;42173;41.666667,-2.666667
2020-05-21;Zamora;999;1;326;85;49275;41.75,-6.0
2020-05-22;León;3618;9;1670;414;24089;42.666667,-6.0
2020-05-22;Soria;2307;11;401;119;42173;41.666667,-2.666667
2020-05-23;Salamanca;4192;18;1207;359;37274;40.833333,-6.0
2020-05-23;Zamora;1000;1;333;85;49275;41.75,-6.0
2020-05-24;Segovia;3462;2;884;202;40004;41.166667,-4.0
2020-05-25;Palencia;1266;2;341;84;34120;42.432128,-4.520647
2020-05-25;Soria;2313;3;402;119;42173;41.666667,-2.666667
2020-05-26;Ávila;1992;0;644;137;5019;40.616092,-4.929031
2020-05-26;León;3629;2;1689;418;24089;42.666667,-6.0
2020-05-26;Segovia;3467;4;887;203;40004;41.166667,-4.0
2020-05-26;Zamora;1003;1;333;86;49275;41.75,-6.0
2020-05-27;Ávila;1995;3;644;137;5019;40.616092,-4.929031
2020-05-27;León;3632;3;1701;418;24089;42.666667,-6.0
2020-05-27;Palencia;1274;4;342;84;34120;42.432128,-4.520647
2020-05-27;Valladolid;4564;12;1664;375;47186;41.583333,-4.666667
2020-05-28;Burgos;2864;6;938;209;9059;42.383333,-3.666667
2020-05-28;Soria;2337;10;405;119;42173;41.666667,-2.666667
2020-05-28;Valladolid;4572;8;1667;375;47186;41.583333,-4.666667
2020-05-28;Zamora;1004;0;340;88;49275;41.75,-6.0
2020-05-29;Burgos;2871;6;941;209;9059;42.383333,-3.666667
2020-05-29;León;3643;7;1714;420;24089;42.666667,-6.0
2020-05-29;Segovia;3477;3;894;203;40004;41.166667,-4.0
2020-05-29;Zamora;1006;2;340;88;49275;41.75,-6.0
2020-05-30;León;3646;3;1720;421;24089;42.666667,-6.0
2020-05-30;Segovia;3482;5;895;204;40004;41.166667,-4.0
2020-05-30;Soria;2349;6;405;119;42173;41.666667,-2.666667
2020-05-31;Ávila;2022;5;648;138;5019;40.616092,-4.929031
2020-05-31;Palencia;1296;6;350;84;34120;42.432128,-4.520647
2020-05-31;Soria;2354;5;405;119;42173;41.666667,-2.666667
2020-06-01;León;3649;0;1721;421;24089;42.666667,-6.0
2020-06-01;Valladolid;4611;0;1690;379;47186;41.583333,-4.666667
2020-06-01;Zamora;1011;0;343;90;49275;41.75,-6.0
2020-06-02;León;3650;1;1725;422;24089;42.666667,-6.0
2020-06-02;Palencia;1300;2;350;84;34120;42.432128,-4.520647
2020-06-02;Zamora;1011;0;343;90;49275;41.75,-6.0
2020-06-04;León;3653;1;1726;423;24089;42.666667,-6.0
2020-06-04;Valladolid;4630;8;1710;381;47186;41.583333,-4.666667
2020-06-04;Zamora;1012;0;345;90;49275;41.75,-6.0
2020-06-05;Ávila;2050;3;653;140;5019;40.616092,-4.929031
2020-06-05;León;3654;1;1731;423;24089;42.666667,-6.0
2020-06-05;Palencia;1306;2;353;84;34120;42.432128,-4.520647
2020-06-05;Segovia;3490;2;906;205;40004;41.166667,-4.0
2020-06-06;Segovia;3491;1;906;205;40004;41.166667,-4.0
2020-06-06;Zamora;1015;3;347;91;49275;41.75,-6.0
2020-06-07;Burgos;2940;8;951;211;9059;42.383333,-3.666667
2020-06-07;Palencia;1322;9;355;85;34120;42.432128,-4.520647
2020-06-07;Salamanca;4355;7;1253;368;37274;40.833333,-6.0
2020-06-07;Zamora;1016;1;347;91;49275;41.75,-6.0
2020-06-08;Ávila;2066;3;653;140;5019;40.616092,-4.929031
2020-06-08;Burgos;2942;2;952;212;9059;42.383333,-3.666667
2020-06-08;Segovia;3502;3;906;205;40004;41.166667,-4.0
2020-06-09;León;3666;4;1732;423;24089;42.666667,-6.0
2020-06-09;Valladolid;4656;0;1732;385;47186;41.583333,-4.666667
2020-06-11;Ávila;2069;0;655;141;5019;40.616092,-4.929031
2020-06-11;Salamanca;4383;4;1262;369;37274;40.833333,-6.0
2020-06-11;Valladolid;4666;9;1746;385;47186;41.583333,-4.666667
2020-06-11;Zamora;1020;2;349;92;49275;41.75,-6.0
2020-06-12;Ávila;2070;1;657;141;5019;40.616092,-4.929031
2020-06-12;Zamora;1020;0;349;92;49275;41.75,-6.0
2020-06-15;Burgos;2959;0;958;215;9059;42.383333,-3.666667
2020-06-15;Palencia;1340;3;366;87;34120;42.432128,-4.520647
2020-06-15;Soria;2427;1;419;121;42173;41.666667,-2.666667
2020-06-15;Valladolid;4682;2;1764;386;47186;41.583333,-4.666667
2020-06-16;Palencia;1341;1;367;87;34120;42.432128,-4.520647
2020-06-17;Salamanca;4401;3;1268;370;37274;40.833333,-6.0
2020-06-17;Segovia;3516;1;911;206;40004;41.166667,-4.0
2020-06-17;Zamora;1024;1;350;92;49275;41.75,-6.0
2020-06-18;Burgos;2959;0;960;215;9059;42.383333,-3.666667
2020-06-18;León;3696;5;1741;423;24089;42.666667,-6.0
2020-06-18;Zamora;1024;0;350;92;49275;41.75,-6.0
2020-06-19;Ávila;2084;3;661;141;5019;40.616092,-4.929031
2020-06-19;Palencia;1351;4;371;87;34120;42.432128,-4.520647
2020-06-19;Salamanca;4407;4;1269;370;37274;40.833333,-6.0
2020-06-19;Segovia;3521;2;913;207;40004;41.166667,-4.0
2020-06-19;Soria;2435;3;424;121;42173;41.666667,-2.666667
2020-06-19;Zamora;1024;0;351;92;49275;41.75,-6.0
2020-03-15;Ávila;10;0;0;0;5019;40.616092,-4.929031
2020-03-15;Salamanca;31;19;1;3;37274;40.833333,-6.0
2020-03-15;Soria;5;1;0;0;42173;41.666667,-2.666667
2020-03-15;Valladolid;40;19;0;0;47186;41.583333,-4.666667
2020-03-16;Burgos;121;2;0;4;9059;42.383333,-3.666667
2020-03-16;León;47;0;1;1;24089;42.666667,-6.0
2020-03-16;Palencia;6;1;0;0;34120;42.432128,-4.520647
2020-03-16;Salamanca;32;1;3;4;37274;40.833333,-6.0
2020-03-16;Soria;10;5;1;0;42173;41.666667,-2.666667
2020-03-14;Burgos;113;23;0;2;9059;42.383333,-3.666667
2020-03-14;Palencia;3;2;0;0;34120;42.432128,-4.520647
2020-03-14;Segovia;22;7;0;1;40004;41.166667,-4.0
2020-03-14;Soria;4;3;0;0;42173;41.666667,-2.666667
2020-03-13;Segovia;15;6;0;1;40004;41.166667,-4.0
2020-03-13;Soria;1;1;0;0;42173;41.666667,-2.666667
2020-03-17;Burgos;126;5;9;5;9059;42.383333,-3.666667
2020-03-17;Segovia;33;0;0;5;40004;41.166667,-4.0
2020-03-17;Soria;17;7;2;2;42173;41.666667,-2.666667
2020-03-18;Burgos;165;39;11;5;9059;42.383333,-3.666667
2020-03-18;Salamanca;125;60;4;8;37274;40.833333,-6.0
2020-03-18;Zamora;26;10;0;1;49275;41.75,-6.0
2020-03-19;Palencia;14;8;1;0;34120;42.432128,-4.520647
2020-03-19;Salamanca;149;24;8;12;37274;40.833333,-6.0
2020-03-19;Soria;58;18;4;5;42173;41.666667,-2.666667
2020-03-20;Segovia;156;35;6;10;40004;41.166667,-4.0
2020-03-20;Soria;80;22;4;5;42173;41.666667,-2.666667
2020-03-20;Valladolid;201;86;3;5;47186;41.583333,-4.666667
2020-03-20;Zamora;46;15;2;1;49275;41.75,-6.0
2020-03-21;Valladolid;241;40;13;10;47186;41.583333,-4.666667
2020-03-21;Zamora;59;13;3;2;49275;41.75,-6.0
2020-03-22;Soria;135;16;8;8;42173;41.666667,-2.666667
2020-03-22;Valladolid;302;61;15;11;47186;41.583333,-4.666667
2020-03-23;Ávila;159;16;17;10;5019;40.616092,-4.929031
2020-03-23;León;290;57;16;20;24089;42.666667,-6.0
2020-03-23;Salamanca;404;89;22;24;37274;40.833333,-6.0
2020-03-24;León;362;72;21;24;24089;42.666667,-6.0
2020-03-24;Salamanca;483;79;42;38;37274;40.833333,-6.0
2020-03-24;Segovia;261;38;32;27;40004;41.166667,-4.0
2020-03-25;Burgos;485;93;55;28;9059;42.383333,-3.666667
2020-03-25;León;438;76;31;31;24089;42.666667,-6.0
2020-03-25;Salamanca;533;50;57;46;37274;40.833333,-6.0
2020-03-26;Burgos;530;45;67;32;9059;42.383333,-3.666667
2020-03-26;Palencia;139;48;14;5;34120;42.432128,-4.520647
2020-03-26;Salamanca;629;96;73;54;37274;40.833333,-6.0
2020-03-27;Burgos;604;74;95;39;9059;42.383333,-3.666667
2020-03-27;León;628;112;69;55;24089;42.666667,-6.0
2020-03-27;Salamanca;776;147;97;70;37274;40.833333,-6.0
2020-03-27;Soria;372;33;39;20;42173;41.666667,-2.666667
2020-03-27;Valladolid;692;94;83;39;47186;41.583333,-4.666667
2020-03-28;Burgos;673;69;117;42;9059;42.383333,-3.666667
2020-03-28;Palencia;220;50;26;11;34120;42.432128,-4.520647
2020-03-28;Valladolid;807;115;114;45;47186;41.583333,-4.666667
2020-03-29;Salamanca;1030;148;157;99;37274;40.833333,-6.0
2020-03-30;Ávila;446;32;91;46;5019;40.616092,-4.929031
2020-03-30;Palencia;293;31;33;18;34120;42.432128,-4.520647
2020-03-30;Salamanca;1078;48;181;110;37274;40.833333,-6.0
2020-03-30;Segovia;629;62;156;69;40004;41.166667,-4.0
2020-03-30;Soria;550;27;71;37;42173;41.666667,-2.666667
2020-03-31;León;964;46;176;100;24089;42.666667,-6.0
2020-03-31;Segovia;720;91;189;77;40004;41.166667,-4.0
2020-03-31;Soria;555;5;87;44;42173;41.666667,-2.666667
2020-03-31;Zamora;217;8;43;23;49275;41.75,-6.0
2020-04-01;Salamanca;1316;131;235;135;37274;40.833333,-6.0
2020-04-01;Soria;659;104;90;44;42173;41.666667,-2.666667
2020-04-01;Valladolid;1109;121;262;89;47186;41.583333,-4.666667
2020-04-02;Valladolid;1188;79;333;105;47186;41.583333,-4.666667
2020-04-03;Palencia;427;44;85;29;34120;42.432128,-4.520647
2020-04-03;Segovia;966;80;271;95;40004;41.166667,-4.0
2020-04-04;Salamanca;1579;90;332;178;37274;40.833333,-6.0
2020-04-04;Zamora;323;27;83;35;49275;41.75,-6.0
2020-04-05;León;1261;57;452;175;24089;42.666667,-6.0
2020-04-05;Salamanca;1659;80;366;194;37274;40.833333,-6.0
2020-04-05;Segovia;1148;97;340;107;40004;41.166667,-4.0
2020-04-05;Soria;803;34;149;61;42173;41.666667,-2.666667
2020-04-06;Ávila;732;53;225;79;5019;40.616092,-4.929031
2020-04-06;León;1315;54;498;186;24089;42.666667,-6.0
2020-04-07;Burgos;1024;21;387;120;9059;42.383333,-3.666667
2020-04-07;Salamanca;1807;88;439;217;37274;40.833333,-6.0
2020-04-07;Soria;837;13;172;64;42173;41.666667,-2.666667
2020-04-08;Burgos;1053;29;416;124;9059;42.383333,-3.666667
2020-04-08;Salamanca;1915;108;477;225;37274;40.833333,-6.0
2020-04-08;Segovia;1480;131;415;122;40004;41.166667,-4.0
2020-04-09;Palencia;545;21;153;42;34120;42.432128,-4.520647
2020-04-09;Salamanca;1956;41;507;231;37274;40.833333,-6.0
2020-04-09;Segovia;1571;91;446;125;40004;41.166667,-4.0
2020-04-09;Soria;872;23;203;73;42173;41.666667,-2.666667
2020-04-09;Zamora;368;8;129;48;49275;41.75,-6.0
2020-04-10;León;1513;58;710;230;24089;42.666667,-6.0
2020-04-10;Valladolid;1985;139;724;184;47186;41.583333,-4.666667
2020-04-12;Segovia;1845;85;508;146;40004;41.166667,-4.0
2020-04-12;Valladolid;2357;234;833;204;47186;41.583333,-4.666667
2020-04-13;Ávila;952;35;354;96;5019;40.616092,-4.929031
2020-04-13;Palencia;636;16;177;50;34120;42.432128,-4.520647
2020-04-13;Salamanca;2257;64;627;258;37274;40.833333,-6.0
2020-04-13;Zamora;454;40;162;53;49275;41.75,-6.0
2020-04-14;Ávila;966;14;378;100;5019;40.616092,-4.929031
2020-04-14;León;1865;186;854;264;24089;42.666667,-6.0
2020-04-14;Salamanca;2269;12;658;261;37274;40.833333,-6.0
2020-04-14;Soria;1053;40;257;87;42173;41.666667,-2.666667
2020-04-15;Salamanca;2291;22;686;267;37274;40.833333,-6.0
2020-04-15;Segovia;2103;109;582;158;40004;41.166667,-4.0
2020-04-15;Soria;1095;42;265;90;42173;41.666667,-2.666667
2020-04-15;Zamora;482;23;182;55;49275;41.75,-6.0
2020-04-16;Ávila;1023;36;417;107;5019;40.616092,-4.929031
2020-04-16;Burgos;1406;86;583;152;9059;42.383333,-3.666667
2020-04-16;León;2119;184;957;283;24089;42.666667,-6.0
2020-04-16;Valladolid;2946;110;989;229;47186;41.583333,-4.666667
2020-04-16;Zamora;530;48;191;57;49275;41.75,-6.0
2020-04-17;Ávila;1075;52;437;107;5019;40.616092,-4.929031
2020-04-17;Palencia;659;5;206;54;34120;42.432128,-4.520647
2020-04-17;Soria;1179;47;285;92;42173;41.666667,-2.666667
2020-04-17;Valladolid;3067;121;1019;235;47186;41.583333,-4.666667
2020-04-18;León;2285;73;1031;290;24089;42.666667,-6.0
2020-04-18;Palencia;673;14;220;58;34120;42.432128,-4.520647
2020-04-18;Salamanca;2514;77;761;276;37274;40.833333,-6.0
2020-04-19;Ávila;1114;24;447;107;5019;40.616092,-4.929031
2020-04-19;Burgos;1549;27;635;165;9059;42.383333,-3.666667
2020-04-19;Zamora;598;3;216;64;49275;41.75,-6.0
2020-04-20;León;2403;24;1076;303;24089;42.666667,-6.0
2020-04-20;Segovia;2406;78;656;172;40004;41.166667,-4.0
2020-04-20;Soria;1243;6;299;96;42173;41.666667,-2.666667
2020-04-21;León;2420;17;1123;315;24089;42.666667,-6.0
2020-04-21;Palencia;753;37;227;61;34120;42.432128,-4.520647
2020-04-21;Salamanca;2651;49;824;292;37274;40.833333,-6.0
2020-04-21;Segovia;2470;64;675;175;40004;41.166667,-4.0
2020-04-21;Zamora;617;6;226;66;49275;41.75,-6.0
2020-04-22;Burgos;1615;14;682;170;9059;42.383333,-3.666667
2020-04-22;Salamanca;2717;66;838;294;37274;40.833333,-6.0
2020-04-22;Soria;1466;120;315;102;42173;41.666667,-2.666667
2020-04-23;Ávila;1299;38;508;118;5019;40.616092,-4.929031
2020-04-23;Palencia;795;18;248;66;34120;42.432128,-4.520647
2020-04-23;Salamanca;2832;115;867;298;37274;40.833333,-6.0
2020-04-23;Soria;1479;13;318;102;42173;41.666667,-2.666667
2020-04-24;Ávila;1341;42;513;119;5019;40.616092,-4.929031
2020-04-24;Palencia;851;56;251;68;34120;42.432128,-4.520647
2020-04-24;Segovia;2665;35;713;184;40004;41.166667,-4.0
2020-04-25;Burgos;1707;15;728;180;9059;42.383333,-3.666667
2020-04-25;León;2833;126;1256;340;24089;42.666667,-6.0
2020-04-25;Salamanca;2976;95;919;307;37274;40.833333,-6.0
2020-04-25;Soria;1553;41;321;102;42173;41.666667,-2.666667
2020-04-26;Soria;1572;19;326;105;42173;41.666667,-2.666667
2020-04-26;Valladolid;3675;95;1226;295;47186;41.583333,-4.666667
2020-04-26;Zamora;670;9;262;75;49275;41.75,-6.0
2020-04-27;Ávila;1497;64;531;123;5019;40.616092,-4.929031
2020-04-27;Burgos;1764;42;736;183;9059;42.383333,-3.666667
2020-04-27;León;2930;27;1281;348;24089;42.666667,-6.0
2020-04-27;Salamanca;3087;42;944;313;37274;40.833333,-6.0
2020-04-28;Segovia;2778;43;755;192;40004;41.166667,-4.0
2020-04-29;Ávila;1588;45;548;127;5019;40.616092,-4.929031
2020-04-29;Zamora;703;30;273;75;49275;41.75,-6.0
2020-04-30;León;3063;59;1368;360;24089;42.666667,-6.0
2020-04-30;Palencia;1056;19;281;74;34120;42.432128,-4.520647
2020-04-30;Segovia;2876;46;771;195;40004;41.166667,-4.0
2020-04-30;Zamora;719;16;283;77;49275;41.75,-6.0
2020-05-01;Zamora;732;13;285;77;49275;41.75,-6.0
2020-05-02;Salamanca;3362;32;1027;329;37274;40.833333,-6.0
2020-05-02;Valladolid;3902;0;1341;321;47186;41.583333,-4.666667
2020-05-02;Zamora;751;19;285;77;49275;41.75,-6.0
2020-05-03;Palencia;1090;19;290;74;34120;42.432128,-4.520647
2020-05-03;Segovia;2986;15;796;195;40004;41.166667,-4.0
2020-05-03;Soria;1847;23;355;113;42173;41.666667,-2.666667
2020-05-04;Burgos;2375;44;810;200;9059;42.383333,-3.666667
2020-05-04;León;3170;11;1418;377;24089;42.666667,-6.0
2020-05-04;Soria;1879;32;355;113;42173;41.666667,-2.666667
2020-05-04;Valladolid;3952;3;1358;331;47186;41.583333,-4.666667
2020-05-05;Ávila;1752;25;579;129;5019;40.616092,-4.929031
2020-05-05;Burgos;2444;69;821;201;9059;42.383333,-3.666667
2020-05-05;Palencia;1095;4;299;76;34120;42.432128,-4.520647
2020-05-06;Burgos;2450;6;833;201;9059;42.383333,-3.666667
2020-05-06;León;3240;38;1467;388;24089;42.666667,-6.0
2020-05-07;Salamanca;3680;69;1089;342;37274;40.833333,-6.0
2020-05-07;Segovia;3158;37;820;196;40004;41.166667,-4.0
2020-05-08;Segovia;3193;35;828;198;40004;41.166667,-4.0
2020-05-08;Valladolid;4145;48;1452;342;47186;41.583333,-4.666667
2020-05-08;Zamora;798;6;303;81;49275;41.75,-6.0
2020-05-09;Ávila;1831;26;602;131;5019;40.616092,-4.929031
2020-05-09;Soria;2204;55;380;118;42173;41.666667,-2.666667
2020-05-10;León;3483;63;1535;396;24089;42.666667,-6.0
2020-05-10;Soria;2255;51;380;118;42173;41.666667,-2.666667
2020-05-11;Segovia;3359;49;837;199;40004;41.166667,-4.0
2020-05-11;Soria;2255;0;381;119;42173;41.666667,-2.666667
2020-05-11;Zamora;836;7;307;83;49275;41.75,-6.0
2020-05-12;Burgos;2685;55;876;205;9059;42.383333,-3.666667
2020-05-12;Valladolid;4293;42;1510;351;47186;41.583333,-4.666667
2020-05-13;Salamanca;4118;3;1157;353;37274;40.833333,-6.0
2020-05-13;Soria;2270;3;389;119;42173;41.666667,-2.666667
2020-05-13;Zamora;880;16;314;84;49275;41.75,-6.0
2020-05-14;Ávila;1900;6;613;132;5019;40.616092,-4.929031
2020-05-15;León;3551;25;1594;404;24089;42.666667,-6.0
2020-05-15;Palencia;1191;6;326;81;34120;42.432128,-4.520647
2020-05-15;Segovia;3404;6;861;200;40004;41.166667,-4.0
2020-05-16;Ávila;1931;14;623;133;5019;40.616092,-4.929031
2020-05-16;Soria;2281;3;397;119;42173;41.666667,-2.666667
2020-05-16;Zamora;968;11;322;85;49275;41.75,-6.0
2020-05-17;Ávila;1935;4;623;133;5019;40.616092,-4.929031
2020-05-17;León;3569;3;1629;407;24089;42.666667,-6.0
2020-05-17;Soria;2290;9;397;119;42173;41.666667,-2.666667
2020-05-17;Zamora;993;25;322;85;49275;41.75,-6.0
2020-05-18;Palencia;1210;5;333;83;34120;42.432128,-4.520647
2020-05-18;Segovia;3417;4;869;202;40004;41.166667,-4.0
2020-05-19;Ávila;1945;0;627;133;5019;40.616092,-4.929031
2020-05-19;Palencia;1212;2;334;83;34120;42.432128,-4.520647
2020-05-19;Segovia;3423;0;870;202;40004;41.166667,-4.0
2020-05-19;Soria;2294;-2;398;119;42173;41.666667,-2.666667
2020-05-19;Valladolid;4461;19;1597;368;47186;41.583333,-4.666667
2020-05-20;Ávila;1952;3;628;133;5019;40.616092,-4.929031
2020-05-20;León;3594;7;1650;411;24089;42.666667,-6.0
2020-05-20;Salamanca;4160;6;1190;358;37274;40.833333,-6.0
2020-05-21;Burgos;2804;10;917;206;9059;42.383333,-3.666667
2020-05-21;León;3608;10;1664;413;24089;42.666667,-6.0
2020-05-21;Palencia;1253;14;338;83;34120;42.432128,-4.520647
2020-05-21;Salamanca;4168;2;1194;358;37274;40.833333,-6.0
2020-05-21;Segovia;3443;3;877;202;40004;41.166667,-4.0
2020-05-22;Burgos;2815;11;920;206;9059;42.383333,-3.666667
2020-05-22;Salamanca;4178;17;1199;359;37274;40.833333,-6.0
2020-05-22;Valladolid;4506;8;1629;371;47186;41.583333,-4.666667
2020-05-23;Valladolid;4518;8;1644;373;47186;41.583333,-4.666667
2020-05-24;Ávila;1991;9;637;135;5019;40.616092,-4.929031
2020-05-24;Burgos;2836;7;926;208;9059;42.383333,-3.666667
2020-05-25;Burgos;2840;4;926;208;9059;42.383333,-3.666667
2020-05-25;León;3627;0;1684;417;24089;42.666667,-6.0
2020-05-25;Valladolid;4541;0;1646;373;47186;41.583333,-4.666667
2020-05-26;Salamanca;4230;0;1215;362;37274;40.833333,-6.0
2020-05-26;Soria;2323;10;403;119;42173;41.666667,-2.666667
2020-05-27;Burgos;2858;10;933;208;9059;42.383333,-3.666667
2020-05-27;Salamanca;4232;2;1224;363;37274;40.833333,-6.0
2020-05-27;Segovia;3469;2;892;203;40004;41.166667,-4.0
2020-05-28;Ávila;1999;4;644;137;5019;40.616092,-4.929031
2020-05-28;León;3636;3;1710;419;24089;42.666667,-6.0
2020-05-28;Palencia;1275;1;344;84;34120;42.432128,-4.520647
2020-05-29;Ávila;2011;12;644;137;5019;40.616092,-4.929031
2020-05-29;Salamanca;4258;13;1232;363;37274;40.833333,-6.0
2020-05-29;Soria;2342;5;405;119;42173;41.666667,-2.666667
2020-05-30;Valladolid;4592;12;1686;376;47186;41.583333,-4.666667
2020-05-31;León;3649;3;1721;421;24089;42.666667,-6.0
