fecha;hospital;provincia;nuevos_hospitalizados_planta;hospitalizados_planta;nuevos_hospitalizados_uci;hospitalizados_uci;nuevas_altas;altas;nuevos_fallecimientos;fallecimientos;codigo_ine;posicion
2020-05-29;Complejo Asistencial de Soria;Soria;2;14;0;5;0;405;0;119;42173;41.666667,-2.666667
2020-05-29;Hospital Clínico Universitario de Valladolid;Valladolid;3;26;0;5;5;780;1;190;47186;41.583333,-4.666667
2020-05-29;Complejo Asistencial de Zamora;Zamora;1;7;0;2;0;340;0;88;49275;41.75,-6.0
2020-05-30;Complejo Asistencial de Segovia;Segovia;0;16;0;2;1;895;1;204;40004;41.166667,-4.0
2020-05-30;Hospital Universitario Río Hortega;Valladolid;0;19;0;8;11;779;0;159;47186;41.583333,-4.666667
2020-05-31;Complejo Asistencial de Segovia;Segovia;0;15;0;2;0;895;0;204;40004;41.166667,-4.0
2020-05-31;Hospital de Medina del Campo;Valladolid;0;2;0;0;0;124;0;27;47186;41.583333,-4.666667
2020-05-31;Complejo Asistencial de Zamora;Zamora;1;7;0;2;2;343;1;90;49275;41.75,-6.0
2020-06-01;Complejo Asistencial de Ávila;Ávila;0;7;0;3;0;648;0;138;5019;40.616092,-4.929031
2020-06-01;Hospital El Bierzo;León;0;1;0;0;0;286;0;72;24089;42.666667,-6.0
2020-06-01;Complejo Asistencial Universitario de Palencia;Palencia;1;10;0;2;0;350;0;84;34120;42.432128,-4.520647
2020-06-01;Complejo Asistencial Universitario de Salamanca;Salamanca;3;22;0;6;1;1237;0;363;37274;40.833333,-6.0
2020-06-01;Complejo Asistencial de Soria;Soria;0;10;0;5;0;405;0;119;42173;41.666667,-2.666667
2020-06-02;Complejo Asistencial de Ávila;Ávila;1;10;0;3;0;648;0;138;5019;40.616092,-4.929031
2020-06-02;Complejo Asistencial Universitario de León;León;0;6;1;6;4;1439;1;350;24089;42.666667,-6.0
2020-06-02;Complejo Asistencial Universitario de Salamanca;Salamanca;2;22;0;6;2;1239;0;363;37274;40.833333,-6.0
2020-06-02;Complejo Asistencial de Segovia;Segovia;0;12;0;1;3;898;1;205;40004;41.166667,-4.0
2020-06-02;Complejo Asistencial de Soria;Soria;0;7;0;5;3;408;0;119;42173;41.666667,-2.666667
2020-06-02;Hospital Universitario Río Hortega;Valladolid;0;20;0;7;3;785;0;162;47186;41.583333,-4.666667
2020-06-02;Complejo Asistencial de Zamora;Zamora;0;7;0;2;0;343;0;90;49275;41.75,-6.0
2020-06-03;Complejo Asistencial Universitario de Burgos;Burgos;0;6;0;6;1;700;1;135;9059;42.383333,-3.666667
2020-06-03;Complejo Asistencial Universitario de Palencia;Palencia;0;9;0;2;2;352;0;84;34120;42.432128,-4.520647
2020-06-03;Complejo Asistencial de Segovia;Segovia;0;10;0;1;3;901;0;205;40004;41.166667,-4.0
2020-06-03;Complejo Asistencial de Soria;Soria;0;6;0;5;2;410;0;119;42173;41.666667,-2.666667
2020-06-03;Hospital Clínico Universitario de Valladolid;Valladolid;1;23;0;5;7;792;0;190;47186;41.583333,-4.666667
2020-06-03;Hospital de Medina del Campo;Valladolid;0;1;0;0;0;125;0;27;47186;41.583333,-4.666667
2020-06-04;Complejo Asistencial Universitario de Burgos;Burgos;0;5;0;6;1;701;0;135;9059;42.383333,-3.666667
2020-06-04;Hospital Santiago Apóstol;Burgos;0;3;0;0;0;130;0;33;9059;42.383333,-3.666667
2020-06-04;Complejo Asistencial de Segovia;Segovia;0;10;0;1;1;902;0;205;40004;41.166667,-4.0
2020-06-04;Hospital Clínico Universitario de Valladolid;Valladolid;4;25;0;5;3;795;1;191;47186;41.583333,-4.666667
2020-06-04;Hospital de Medina del Campo;Valladolid;0;1;0;0;0;125;0;27;47186;41.583333,-4.666667
2020-06-04;Complejo Asistencial de Zamora;Zamora;0;5;0;2;0;345;0;90;49275;41.75,-6.0
2020-06-05;Complejo Asistencial Universitario de Burgos;Burgos;0;6;0;5;0;701;0;135;9059;42.383333,-3.666667
2020-06-05;Hospital Santos Reyes;Burgos;0;0;0;0;0;117;0;43;9059;42.383333,-3.666667
2020-06-05;Complejo Asistencial Universitario de Palencia;Palencia;0;9;0;2;1;353;0;84;34120;42.432128,-4.520647
2020-06-05;Complejo Asistencial de Soria;Soria;0;6;0;4;3;414;1;120;42173;41.666667,-2.666667
2020-06-06;Complejo Asistencial Universitario de Burgos;Burgos;0;6;0;3;2;703;0;135;9059;42.383333,-3.666667
2020-06-06;Hospital Santiago Apóstol;Burgos;0;3;0;0;1;131;0;33;9059;42.383333,-3.666667
2020-06-06;Complejo Asistencial Universitario de Palencia;Palencia;0;7;0;2;2;355;1;85;34120;42.432128,-4.520647
2020-06-06;Hospital de Medina del Campo;Valladolid;0;0;0;0;0;126;0;27;47186;41.583333,-4.666667
2020-06-07;Hospital El Bierzo;León;0;1;0;0;0;287;0;72;24089;42.666667,-6.0
2020-06-07;Complejo Asistencial Universitario de Salamanca;Salamanca;0;16;0;3;2;1253;1;368;37274;40.833333,-6.0
2020-06-07;Hospital de Medina del Campo;Valladolid;0;0;0;0;0;126;0;27;47186;41.583333,-4.666667
2020-06-07;Hospital Universitario Río Hortega;Valladolid;0;19;0;7;0;796;0;164;47186;41.583333,-4.666667
2020-06-08;Hospital Santos Reyes;Burgos;0;0;0;0;0;117;0;43;9059;42.383333,-3.666667
2020-06-08;Hospital Clínico Universitario de Valladolid;Valladolid;0;16;0;4;1;806;1;192;47186;41.583333,-4.666667
2020-06-09;Hospital Santiago Apóstol;Burgos;0;1;0;0;1;132;1;34;9059;42.383333,-3.666667
2020-06-09;Hospital Santos Reyes;Burgos;0;0;0;0;0;117;0;43;9059;42.383333,-3.666667
2020-06-09;Complejo Asistencial Universitario de Palencia;Palencia;1;7;0;2;3;358;1;86;34120;42.432128,-4.520647
2020-06-09;Complejo Asistencial de Segovia;Segovia;0;6;0;2;1;907;0;205;40004;41.166667,-4.0
2020-06-10;Complejo Asistencial de Ávila;Ávila;0;11;0;2;1;654;0;140;5019;40.616092,-4.929031
2020-06-10;Hospital Santiago Apóstol;Burgos;0;1;0;0;0;132;0;34;9059;42.383333,-3.666667
2020-06-10;Hospital Santos Reyes;Burgos;0;0;0;0;0;117;0;43;9059;42.383333,-3.666667
2020-06-10;Complejo Asistencial Universitario de León;León;0;5;0;6;4;1449;0;351;24089;42.666667,-6.0
2020-06-10;Hospital de Medina del Campo;Valladolid;0;1;0;0;0;126;0;27;47186;41.583333,-4.666667
2020-06-11;Complejo Asistencial Universitario de León;León;0;5;0;6;1;1450;0;351;24089;42.666667,-6.0
2020-06-11;Hospital El Bierzo;León;0;1;0;0;0;287;0;72;24089;42.666667,-6.0
2020-06-11;Complejo Asistencial Universitario de Palencia;Palencia;0;8;0;2;2;360;0;86;34120;42.432128,-4.520647
2020-06-11;Complejo Asistencial Universitario de Salamanca;Salamanca;0;13;0;2;2;1262;1;369;37274;40.833333,-6.0
2020-06-11;Complejo Asistencial de Segovia;Segovia;0;5;0;1;0;907;0;205;40004;41.166667,-4.0
2020-06-11;Complejo Asistencial de Soria;Soria;0;6;0;2;1;418;1;121;42173;41.666667,-2.666667
2020-06-11;Hospital Universitario Río Hortega;Valladolid;2;12;0;5;4;811;0;166;47186;41.583333,-4.666667
2020-06-11;Complejo Asistencial de Zamora;Zamora;0;3;0;1;0;349;0;92;49275;41.75,-6.0
2020-06-12;Complejo Asistencial Universitario de Burgos;Burgos;1;9;0;2;1;707;1;138;9059;42.383333,-3.666667
2020-06-12;Complejo Asistencial Universitario de León;León;0;4;0;6;1;1451;0;351;24089;42.666667,-6.0
2020-04-22;Hospital Clínico Universitario de Valladolid;Valladolid;15;118;1;29;9;544;0;146;47186;41.583333,-4.666667
2020-04-23;Complejo Asistencial Universitario de Burgos;Burgos;10;113;0;30;5;505;2;106;9059;42.383333,-3.666667
2020-04-23;Hospital Santiago Apóstol;Burgos;1;13;0;0;4;90;0;24;9059;42.383333,-3.666667
2020-04-23;Hospital Clínico Universitario de Valladolid;Valladolid;11;115;0;27;17;561;4;150;47186;41.583333,-4.666667
2020-04-23;Hospital de Medina del Campo;Valladolid;2;21;0;0;2;70;0;17;47186;41.583333,-4.666667
2020-04-23;Complejo Asistencial de Zamora;Zamora;3;64;0;12;7;240;0;67;49275;41.75,-6.0
2020-04-24;Complejo Asistencial Universitario de Burgos;Burgos;7;105;1;30;15;520;3;109;9059;42.383333,-3.666667
2020-04-25;Hospital Clínico Universitario de Valladolid;Valladolid;6;101;1;22;23;590;2;155;47186;41.583333,-4.666667
2020-04-25;Hospital de Medina del Campo;Valladolid;3;16;0;0;6;77;1;18;47186;41.583333,-4.666667
2020-04-26;Complejo Asistencial de Ávila;Ávila;1;55;0;7;1;529;0;121;5019;40.616092,-4.929031
2020-04-26;Complejo Asistencial Universitario de Palencia;Palencia;6;51;0;15;2;260;2;71;34120;42.432128,-4.520647
2020-04-26;Complejo Asistencial de Segovia;Segovia;1;88;0;11;8;738;1;187;40004;41.166667,-4.0
2020-04-26;Complejo Asistencial de Soria;Soria;4;55;0;14;5;326;3;105;42173;41.666667,-2.666667
2020-04-26;Hospital Clínico Universitario de Valladolid;Valladolid;6;103;1;23;3;593;2;157;47186;41.583333,-4.666667
2020-04-26;Hospital de Medina del Campo;Valladolid;2;17;0;0;0;77;1;19;47186;41.583333,-4.666667
2020-04-27;Hospital Santos Reyes;Burgos;0;6;0;0;0;104;0;42;9059;42.383333,-3.666667
2020-04-27;Complejo Asistencial de Zamora;Zamora;1;52;0;11;3;265;0;75;49275;41.75,-6.0
2020-04-29;Hospital Santiago Apóstol;Burgos;0;20;0;0;1;96;0;27;9059;42.383333,-3.666667
2020-04-29;Complejo Asistencial de Segovia;Segovia;3;94;0;6;6;761;3;195;40004;41.166667,-4.0
2020-04-29;Complejo Asistencial de Soria;Soria;1;56;0;13;6;340;1;110;42173;41.666667,-2.666667
2020-04-29;Hospital Clínico Universitario de Valladolid;Valladolid;8;99;0;19;7;619;0;162;47186;41.583333,-4.666667
2020-04-30;Complejo Asistencial de Ávila;Ávila;2;43;0;5;6;554;0;127;5019;40.616092,-4.929031
2020-04-30;Complejo Asistencial Universitario de Palencia;Palencia;2;42;0;14;8;281;1;74;34120;42.432128,-4.520647
2020-04-30;Complejo Asistencial Universitario de Salamanca;Salamanca;5;147;2;33;22;1008;5;324;37274;40.833333,-6.0
2020-04-30;Hospital de Medina del Campo;Valladolid;1;16;0;0;5;86;0;21;47186;41.583333,-4.666667
2020-05-01;Hospital Santiago Apóstol;Burgos;0;13;0;0;4;104;2;30;9059;42.383333,-3.666667
2020-05-01;Complejo Asistencial Universitario de Salamanca;Salamanca;4;139;0;32;13;1021;3;327;37274;40.833333,-6.0
2020-05-01;Complejo Asistencial de Soria;Soria;1;44;0;12;5;351;1;111;42173;41.666667,-2.666667
2020-05-02;Hospital Santos Reyes;Burgos;0;7;0;0;0;106;0;42;9059;42.383333,-3.666667
2020-05-02;Complejo Asistencial Universitario de León;León;4;74;0;21;6;1143;3;298;24089;42.666667,-6.0
2020-05-03;Hospital Universitario Río Hortega;Valladolid;10;46;0;29;5;608;1;132;47186;41.583333,-4.666667
2020-05-03;Complejo Asistencial de Zamora;Zamora;0;45;0;9;0;285;1;78;49275;41.75,-6.0
2020-05-04;Complejo Asistencial de Ávila;Ávila;2;34;0;5;0;570;0;129;5019;40.616092,-4.929031
2020-05-04;Complejo Asistencial Universitario de Burgos;Burgos;3;68;0;25;2;597;2;126;9059;42.383333,-3.666667
2020-05-04;Complejo Asistencial Universitario de León;León;1;75;0;21;9;1161;4;308;24089;42.666667,-6.0
2020-05-04;Hospital El Bierzo;León;0;13;0;5;2;257;1;69;24089;42.666667,-6.0
2020-05-04;Hospital Clínico Universitario de Valladolid;Valladolid;1;90;0;13;1;652;1;173;47186;41.583333,-4.666667
2020-05-04;Hospital Universitario Río Hortega;Valladolid;6;35;1;28;7;615;4;136;47186;41.583333,-4.666667
2020-05-04;Complejo Asistencial de Zamora;Zamora;2;46;1;10;1;286;0;78;49275;41.75,-6.0
2020-05-05;Hospital Santiago Apóstol;Burgos;0;13;0;0;4;110;1;32;9059;42.383333,-3.666667
2020-05-06;Hospital Clínico Universitario de Valladolid;Valladolid;1;76;1;12;11;672;2;175;47186;41.583333,-4.666667
2020-05-06;Complejo Asistencial de Zamora;Zamora;1;35;0;7;11;299;3;81;49275;41.75,-6.0
2020-05-07;Complejo Asistencial de Ávila;Ávila;0;32;0;6;8;593;2;131;5019;40.616092,-4.929031
2020-05-07;Complejo Asistencial Universitario de León;León;2;72;0;16;14;1218;1;320;24089;42.666667,-6.0
2020-05-07;Complejo Asistencial Universitario de Salamanca;Salamanca;8;106;2;26;14;1089;3;342;37274;40.833333,-6.0
2020-05-08;Complejo Asistencial de Segovia;Segovia;1;59;0;7;8;828;2;198;40004;41.166667,-4.0
2020-05-08;Complejo Asistencial de Soria;Soria;0;33;0;8;2;369;1;117;42173;41.666667,-2.666667
2020-05-10;Complejo Asistencial de Ávila;Ávila;1;25;0;6;0;602;0;131;5019;40.616092,-4.929031
2020-05-10;Complejo Asistencial Universitario de León;León;2;50;0;14;6;1264;4;326;24089;42.666667,-6.0
2020-05-11;Complejo Asistencial de Soria;Soria;0;29;0;8;1;381;1;119;42173;41.666667,-2.666667
2020-05-11;Hospital de Medina del Campo;Valladolid;0;12;0;0;0;108;0;24;47186;41.583333,-4.666667
2020-05-12;Complejo Asistencial Universitario de Palencia;Palencia;0;19;0;7;4;319;0;80;34120;42.432128,-4.520647
2020-05-12;Complejo Asistencial de Soria;Soria;1;26;0;8;5;386;0;119;42173;41.666667,-2.666667
2020-05-17;Complejo Asistencial Universitario de Palencia;Palencia;2;14;0;5;2;333;1;83;34120;42.432128,-4.520647
2020-05-17;Complejo Asistencial de Segovia;Segovia;0;48;0;3;0;868;0;201;40004;41.166667,-4.0
2020-05-17;Complejo Asistencial de Zamora;Zamora;1;21;0;5;0;322;0;85;49275;41.75,-6.0
2020-05-18;Complejo Asistencial de Ávila;Ávila;0;15;0;5;0;623;0;133;5019;40.616092,-4.929031
2020-05-18;Hospital Santiago Apóstol;Burgos;0;2;0;0;1;126;1;33;9059;42.383333,-3.666667
2020-05-18;Hospital Santos Reyes;Burgos;0;3;0;0;0;111;0;43;9059;42.383333,-3.666667
2020-05-18;Complejo Asistencial Universitario de Palencia;Palencia;0;14;0;5;0;333;0;83;34120;42.432128,-4.520647
2020-05-18;Complejo Asistencial de Segovia;Segovia;1;52;0;4;1;869;1;202;40004;41.166667,-4.0
2020-05-18;Hospital Clínico Universitario de Valladolid;Valladolid;2;49;0;9;4;748;1;185;47186;41.583333,-4.666667
2020-05-18;Hospital de Medina del Campo;Valladolid;1;8;0;0;0;115;0;25;47186;41.583333,-4.666667
2020-05-19;Hospital El Bierzo;León;0;6;0;1;0;280;0;72;24089;42.666667,-6.0
2020-05-19;Complejo Asistencial de Segovia;Segovia;1;52;0;3;1;870;0;202;40004;41.166667,-4.0
2020-05-19;Hospital Universitario Río Hortega;Valladolid;2;25;0;14;8;728;1;156;47186;41.583333,-4.666667
2020-05-20;Hospital Santiago Apóstol;Burgos;1;1;0;0;0;128;0;33;9059;42.383333,-3.666667
2020-05-20;Complejo Asistencial de Soria;Soria;0;20;0;6;1;399;0;119;42173;41.666667,-2.666667
2020-05-20;Hospital Clínico Universitario de Valladolid;Valladolid;0;45;0;7;4;756;0;186;47186;41.583333,-4.666667
2020-05-20;Hospital Universitario Río Hortega;Valladolid;3;27;1;11;7;735;0;156;47186;41.583333,-4.666667
2020-05-21;Complejo Asistencial Universitario de Burgos;Burgos;2;22;0;8;1;678;0;130;9059;42.383333,-3.666667
2020-05-21;Complejo Asistencial Universitario de León;León;0;18;0;10;12;1382;2;341;24089;42.666667,-6.0
2020-05-21;Hospital El Bierzo;León;0;4;0;1;2;282;0;72;24089;42.666667,-6.0
2020-05-21;Complejo Asistencial Universitario de Salamanca;Salamanca;2;41;0;12;4;1194;0;358;37274;40.833333,-6.0
2020-05-22;Complejo Asistencial de Ávila;Ávila;0;9;0;4;2;634;0;134;5019;40.616092,-4.929031
2020-05-22;Hospital El Bierzo;León;0;2;0;1;2;284;0;72;24089;42.666667,-6.0
2020-05-22;Complejo Asistencial de Segovia;Segovia;1;41;0;4;4;881;0;202;40004;41.166667,-4.0
2020-05-22;Complejo Asistencial de Zamora;Zamora;0;16;0;2;3;329;0;85;49275;41.75,-6.0
2020-05-23;Complejo Asistencial Universitario de Burgos;Burgos;0;16;0;8;5;684;1;131;9059;42.383333,-3.666667
2020-05-23;Complejo Asistencial Universitario de Palencia;Palencia;0;13;0;3;1;339;0;83;34120;42.432128,-4.520647
2020-05-23;Complejo Asistencial Universitario de Salamanca;Salamanca;5;38;0;8;8;1207;0;359;37274;40.833333,-6.0
2020-05-23;Hospital Clínico Universitario de Valladolid;Valladolid;1;44;0;5;3;764;1;188;47186;41.583333,-4.666667
2020-05-23;Complejo Asistencial de Zamora;Zamora;0;12;0;2;4;333;0;85;49275;41.75,-6.0
2020-05-24;Hospital Santiago Apóstol;Burgos;0;1;0;0;0;129;0;33;9059;42.383333,-3.666667
2020-05-24;Hospital Universitario Río Hortega;Valladolid;1;22;0;5;1;758;0;158;47186;41.583333,-4.666667
2020-05-26;Hospital El Bierzo;León;0;1;0;1;0;285;0;72;24089;42.666667,-6.0
2020-05-26;Complejo Asistencial de Segovia;Segovia;0;16;0;1;2;887;0;203;40004;41.166667,-4.0
2020-05-27;Hospital El Bierzo;León;0;1;0;1;0;285;0;72;24089;42.666667,-6.0
2020-05-27;Complejo Asistencial Universitario de Palencia;Palencia;1;15;0;2;0;342;0;84;34120;42.432128,-4.520647
2020-03-18;Hospital Santiago Apóstol;Burgos;7;6;2;0;1;2;0;0;9059;42.383333,-3.666667
2020-03-18;Hospital El Bierzo;León;8;5;0;1;1;0;1;0;24089;42.666667,-6.0
2020-03-18;Complejo Asistencial Universitario de León;León;2;32;0;6;0;3;0;4;24089;42.666667,-6.0
2020-03-18;Complejo Asistencial de Segovia;Segovia;10;34;3;5;3;3;1;6;40004;41.166667,-4.0
2020-03-18;Complejo Asistencial de Soria;Soria;5;15;0;5;2;4;2;4;42173;41.666667,-2.666667
2020-03-18;Hospital Universitario Río Hortega;Valladolid;0;16;0;3;0;0;0;0;47186;41.583333,-4.666667
2020-03-18;Hospital de Medina del Campo;Valladolid;7;2;2;0;0;0;0;0;47186;41.583333,-4.666667
2020-03-19;Complejo Asistencial Universitario de León;León;3;36;0;7;0;3;0;5;24089;42.666667,-6.0
2020-03-19;Complejo Asistencial de Segovia;Segovia;16;50;1;6;0;3;1;7;40004;41.166667,-4.0
2020-03-19;Hospital Clínico Universitario de Valladolid;Valladolid;11;29;3;8;0;0;2;2;47186;41.583333,-4.666667
2020-03-19;Hospital Universitario Río Hortega;Valladolid;1;24;0;6;1;0;0;1;47186;41.583333,-4.666667
2020-03-19;Complejo Asistencial de Zamora;Zamora;5;15;2;6;1;1;0;1;49275;41.75,-6.0
2020-03-20;Complejo Asistencial de Ávila;Ávila;18;40;2;3;2;4;2;4;5019;40.616092,-4.929031
2020-03-20;Complejo Asistencial Universitario de Salamanca;Salamanca;25;94;2;7;2;10;1;13;37274;40.833333,-6.0
2020-03-20;Complejo Asistencial de Segovia;Segovia;0;46;3;9;3;6;3;10;40004;41.166667,-4.0
2020-03-20;Complejo Asistencial de Soria;Soria;6;29;1;7;0;4;0;5;42173;41.666667,-2.666667
2020-03-20;Hospital Clínico Universitario de Valladolid;Valladolid;13;41;1;9;0;0;0;2;47186;41.583333,-4.666667
2020-03-20;Hospital de Medina del Campo;Valladolid;0;2;0;0;1;2;1;1;47186;41.583333,-4.666667
2020-03-20;Complejo Asistencial de Zamora;Zamora;14;32;0;6;1;2;0;1;49275;41.75,-6.0
2020-03-21;Complejo Asistencial Universitario de León;León;14;67;2;9;0;3;2;7;24089;42.666667,-6.0
2020-03-21;Hospital El Bierzo;León;3;11;2;3;0;0;0;0;24089;42.666667,-6.0
2020-03-22;Hospital Santiago Apóstol;Burgos;3;10;0;0;1;8;1;2;9059;42.383333,-3.666667
2020-03-22;Hospital Santos Reyes;Burgos;1;18;0;0;0;0;0;1;9059;42.383333,-3.666667
2020-03-22;Hospital El Bierzo;León;2;13;2;5;0;0;0;0;24089;42.666667,-6.0
2020-03-22;Complejo Asistencial Universitario de Palencia;Palencia;3;30;1;6;0;2;0;0;34120;42.432128,-4.520647
2020-03-22;Hospital Universitario Río Hortega;Valladolid;9;65;2;10;1;7;0;5;47186;41.583333,-4.666667
2020-03-23;Hospital Santos Reyes;Burgos;17;25;0;0;0;0;1;2;9059;42.383333,-3.666667
2020-03-23;Hospital Clínico Universitario de Valladolid;Valladolid;14;62;1;15;2;7;2;7;47186;41.583333,-4.666667
2020-03-23;Hospital de Medina del Campo;Valladolid;3;9;0;0;0;3;0;1;47186;41.583333,-4.666667
2020-03-23;Hospital Universitario Río Hortega;Valladolid;26;91;2;12;0;7;1;6;47186;41.583333,-4.666667
2020-03-23;Complejo Asistencial de Zamora;Zamora;5;43;0;10;1;5;1;4;49275;41.75,-6.0
2020-03-24;Complejo Asistencial Universitario de Burgos;Burgos;27;123;8;45;9;30;4;18;9059;42.383333,-3.666667
2020-03-24;Hospital El Bierzo;León;8;23;1;7;1;1;0;0;24089;42.666667,-6.0
2020-03-24;Complejo Asistencial Universitario de Salamanca;Salamanca;31;194;8;22;20;42;14;38;37274;40.833333,-6.0
2020-03-24;Hospital de Medina del Campo;Valladolid;2;10;0;0;2;5;1;2;47186;41.583333,-4.666667
2020-03-25;Complejo Asistencial de Ávila;Ávila;15;88;1;7;72;36;7;21;5019;40.616092,-4.929031
2020-03-25;Hospital Santiago Apóstol;Burgos;2;14;0;0;3;14;1;3;9059;42.383333,-3.666667
2020-03-25;Hospital El Bierzo;León;20;43;0;7;0;1;0;0;24089;42.666667,-6.0
2020-03-25;Hospital Universitario Río Hortega;Valladolid;39;164;4;20;6;15;1;7;47186;41.583333,-4.666667
2020-03-26;Complejo Asistencial Universitario de Burgos;Burgos;32;170;2;48;11;52;4;24;9059;42.383333,-3.666667
2020-03-26;Hospital Santiago Apóstol;Burgos;8;21;0;0;1;15;0;3;9059;42.383333,-3.666667
2020-03-26;Hospital El Bierzo;León;15;57;0;7;1;2;2;2;24089;42.666667,-6.0
2020-03-26;Hospital Clínico Universitario de Valladolid;Valladolid;35;139;2;21;8;24;5;17;47186;41.583333,-4.666667
2020-03-26;Hospital Universitario Río Hortega;Valladolid;38;176;5;27;6;21;1;8;47186;41.583333,-4.666667
2020-03-27;Complejo Asistencial de Ávila;Ávila;37;137;2;9;10;63;6;33;5019;40.616092,-4.929031
2020-03-27;Hospital Santiago Apóstol;Burgos;3;20;0;0;4;19;3;6;9059;42.383333,-3.666667
2020-03-27;Hospital El Bierzo;León;13;68;1;8;1;3;0;2;24089;42.666667,-6.0
2020-03-27;Complejo Asistencial de Soria;Soria;15;91;0;13;7;39;4;20;42173;41.666667,-2.666667
2020-03-27;Hospital Universitario Río Hortega;Valladolid;33;195;0;33;22;43;7;15;47186;41.583333,-4.666667
2020-03-28;Complejo Asistencial de Ávila;Ávila;18;128;0;11;15;78;5;38;5019;40.616092,-4.929031
2020-03-28;Complejo Asistencial Universitario de Palencia;Palencia;18;82;0;14;6;26;2;11;34120;42.432128,-4.520647
2020-03-28;Complejo Asistencial de Soria;Soria;10;105;4;17;10;49;6;26;42173;41.666667,-2.666667
2020-03-28;Hospital de Medina del Campo;Valladolid;1;19;0;1;3;9;1;3;47186;41.583333,-4.666667
2020-03-28;Hospital Universitario Río Hortega;Valladolid;56;209;0;34;20;63;3;18;47186;41.583333,-4.666667
2020-03-29;Complejo Asistencial de Ávila;Ávila;14;133;1;12;4;82;3;41;5019;40.616092,-4.929031
2020-03-29;Complejo Asistencial Universitario de Burgos;Burgos;30;204;6;52;17;109;4;34;9059;42.383333,-3.666667
2020-03-29;Hospital Santiago Apóstol;Burgos;3;22;0;0;2;23;1;7;9059;42.383333,-3.666667
2020-03-29;Complejo Asistencial Universitario de Palencia;Palencia;29;102;3;17;2;28;2;13;34120;42.432128,-4.520647
2020-03-29;Complejo Asistencial de Soria;Soria;3;120;3;20;12;61;4;30;42173;41.666667,-2.666667
2020-03-29;Hospital de Medina del Campo;Valladolid;2;18;0;1;0;9;0;3;47186;41.583333,-4.666667
2020-03-30;Complejo Asistencial de Ávila;Ávila;12;133;1;12;9;91;5;46;5019;40.616092,-4.929031
2020-03-30;Hospital Santos Reyes;Burgos;0;45;0;0;4;9;2;10;9059;42.383333,-3.666667
2020-03-30;Hospital Clínico Universitario de Valladolid;Valladolid;22;216;2;44;4;50;2;30;47186;41.583333,-4.666667
2020-03-30;Hospital de Medina del Campo;Valladolid;4;23;0;1;0;9;0;3;47186;41.583333,-4.666667
2020-03-30;Hospital Universitario Río Hortega;Valladolid;28;226;2;37;14;86;7;33;47186;41.583333,-4.666667
2020-03-30;Complejo Asistencial de Zamora;Zamora;3;99;2;14;6;36;2;20;49275;41.75,-6.0
2020-03-31;Complejo Asistencial Universitario de Burgos;Burgos;13;185;4;55;24;167;4;48;9059;42.383333,-3.666667
2020-03-31;Hospital Santiago Apóstol;Burgos;6;22;0;0;6;30;1;8;9059;42.383333,-3.666667
2020-03-31;Hospital Santos Reyes;Burgos;6;43;0;0;9;18;3;13;9059;42.383333,-3.666667
2020-03-31;Complejo Asistencial Universitario de León;León;26;368;3;44;32;150;10;91;24089;42.666667,-6.0
2020-03-31;Complejo Asistencial Universitario de Palencia;Palencia;15;115;0;21;9;42;0;18;34120;42.432128,-4.520647
2020-03-31;Hospital Clínico Universitario de Valladolid;Valladolid;31;230;6;50;15;65;4;34;47186;41.583333,-4.666667
2020-04-01;Complejo Asistencial de Segovia;Segovia;19;308;0;23;21;210;4;81;40004;41.166667,-4.0
2020-04-01;Complejo Asistencial de Soria;Soria;39;148;1;20;3;90;0;44;42173;41.666667,-2.666667
2020-04-01;Hospital de Medina del Campo;Valladolid;1;24;0;0;4;14;1;5;47186;41.583333,-4.666667
2020-04-02;Hospital Santiago Apóstol;Burgos;1;24;0;0;3;36;0;10;9059;42.383333,-3.666667
2020-04-02;Hospital Santos Reyes;Burgos;4;39;0;0;6;32;3;19;9059;42.383333,-3.666667
2020-04-02;Complejo Asistencial Universitario de León;León;38;379;2;40;38;220;12;109;24089;42.666667,-6.0
2020-04-02;Complejo Asistencial Universitario de Salamanca;Salamanca;39;358;3;53;37;272;20;155;37274;40.833333,-6.0
2020-04-02;Complejo Asistencial de Soria;Soria;9;154;2;22;5;95;2;46;42173;41.666667,-2.666667
2020-04-02;Complejo Asistencial de Zamora;Zamora;14;101;1;15;10;61;3;28;49275;41.75,-6.0
2020-04-03;Complejo Asistencial de Ávila;Ávila;28;176;1;15;19;170;2;66;5019;40.616092,-4.929031
2020-04-03;Hospital Santiago Apóstol;Burgos;4;26;0;0;2;38;1;11;9059;42.383333,-3.666667
2020-04-03;Hospital Santos Reyes;Burgos;2;37;0;0;4;36;1;20;9059;42.383333,-3.666667
2020-04-03;Hospital de Medina del Campo;Valladolid;7;33;0;0;2;19;0;6;47186;41.583333,-4.666667
2020-04-04;Hospital Santos Reyes;Burgos;7;39;0;0;4;40;1;21;9059;42.383333,-3.666667
2020-04-04;Hospital El Bierzo;León;6;67;0;11;7;79;1;22;24089;42.666667,-6.0
2020-04-04;Complejo Asistencial Universitario de Palencia;Palencia;8;109;1;19;19;104;2;31;34120;42.432128,-4.520647
2020-04-04;Hospital Clínico Universitario de Valladolid;Valladolid;33;248;2;52;33;173;7;60;47186;41.583333,-4.666667
2020-04-04;Hospital de Medina del Campo;Valladolid;5;33;0;0;3;22;1;7;47186;41.583333,-4.666667
